author,text,publishedAt
@trigremlin,"Got a pro for the first time. Thinking it'll be a big step up in durability and longevity from the base 15 I had before, with battery, buttons, and speaker starting to go. Planning on using 80% max charging with the extra capacity, combined with the better cooling it sounds like a recipe for success to me.",2025-11-18T20:54:34Z
@MistyBurns-v8f,"iPhone Air is better than people think actually is, people just want a bigass phone to do nothing but take pictures, btw guys, what brand do you recommend for screen+case?",2025-11-18T15:36:29Z
@felipeduarte_id,"You know what could be a great investigation? Take one old iPhone with its original software, another identical iPhone fully updated, shoot the same photos under identical conditions, and compare them to see if the software changes affect image quality.",2025-11-17T18:34:06Z
@Sir.DiglettThe3rd,"can i get a free IPhone 17 pls, i need a big upgrade because i have a IPhone 8 and i sucks.",2025-11-16T01:53:35Z
@Atholooo-b3v,Get a job mate,2025-11-16T06:10:39Z
@donaldecherry,Wondering if the 48 MP 2X optical main camera on the iPhone 17 would be a decent upgrade from the 12 MP 3X optical telephoto camera on my iPhone 13 Pro.,2025-11-13T22:59:50Z
@cynaralee4964,about to give up my 13pro bc it’s so slow now but literally still do what to get,2025-11-08T21:07:17Z
@nWo_remiix,"I'm still rocking my 15 I swapped from the 11 to the 15 roughly 2 years ago. With the 17 pro my wife is still using the purple 11 so I hope she actually enjoys the 17 pro. I know it might sound kind of crazy but I wanted to secure it now even though its a christmas present, out of sight out of mind kind of thing. Apple thinks they are so smart you have to go to the apple store to actually buy the white (I guess silver) version of pro's you can't buy it from a carrier (at least not at a t-mobile store)",2025-11-08T06:01:01Z
@mabledaniel8805,How much ...the white one,2025-11-07T09:30:45Z
@Maxipad2025,:),2025-11-06T09:58:25Z
@HMAnetwork,I can't believe all the other smartphone manufacturers and especially Samsung just bluntly and audaciously steal the iPhone's design language. It's just ridiculous to me.,2025-11-04T07:38:36Z
@Athith92,"I ordered Dbrand grip case for my iPhone 17 Pro Max 12 days ago..

The tracking is stuck for the past 11 days..

There is no update from both Dbrand and FedEx..

Sent many emails but no response.

How to contact Dbrand.. is there any Customer Care Support number..

Please help...",2025-11-04T03:09:40Z
@Threeebears,They need to put the ‘jet black’ colour onto iPhones!!,2025-11-03T06:37:00Z
@dhruvharsoda,Great video,2025-11-02T13:20:17Z
@notMr.Biscuit,heyyyy i’m getting an iphone 17 pro deep blue tomorrow because my grades were good is it good or no,2025-10-29T16:51:44Z
@maqsoft1916,"My Galaxy Book 2, with 1 year and 2 months old, had a dead battery! There are several reports of similar cases online and on Samsung Members. A hidden defect!",2025-10-29T02:18:12Z
@FastGunner2040,3:25,2025-10-28T00:12:28Z
@Cooper3312000,Still no true WiFi7 still capped at 160Mhz band. Was going to upgrade not this time again. Even the new MacBooks still on WiFi 6E how stupid do they think we are all in the fine print at the bottom of the specs. WiFi7 is important for speed and latency.,2025-10-25T01:20:21Z
@GintsBUDE,"The worst phone I've ever used - heavy and awkward, very unpleasant IOs26 graphics, very bad sound, especially during phone calls... the new generation is so ignorant, they have little experience, they haven't used those comfortable iPhones when Steve Jobs was alive! There is a big difference between user-friendly design! Current iPhone designers lack basic empathy for the user! I don't recommend the iPhone 17 pro to anyone, it's an Apple disaster! 👎👎👎",2025-10-23T14:50:23Z
@mintyurban14006,the fact that apple jumps from 60 to a 120hz display on a base iphone: impressive take,2025-10-23T04:18:33Z
@taz108,16666k  taz vidoes,2025-10-22T15:54:11Z
@cuarentaisiete,I'm gonna go from never having an I phone to I phone 11 to I phone 17 pro max. Did I seriously miss anything??,2025-10-21T06:34:20Z
@salihmohammed8357,What 😅,2025-10-20T17:43:37Z
@salihmohammed8357,It's a lot of fun I will be home,2025-10-20T17:42:31Z
@frangipani1119,Dont know what Apple were thinking with those colours for the 17 pro.,2025-10-20T10:55:57Z
@browndee205,iPhone air is more classic 🔥,2025-10-20T07:19:48Z
@Djshovi,7:54 wallpaper?,2025-10-18T22:11:39Z
@Me-dp9jz,I got the orange but the blue looks nice too,2025-10-18T17:27:52Z
@Simbobwaysan,is there a way to use the old theme where icons aren't all the same color like this? i can't stand how everything just looks the same compared to my home screen right now on a iphone 8plus. all my icons are colored like they should be instead of having a purple theme like you have here. are you forced to use these themes on the new iphones?,2025-10-16T11:29:48Z
@KH-e8p,i dont know but im kinda lost interest to buy an iphone again . I mean theyre great phone but it becomes boring everytime.,2025-10-15T04:35:20Z
@surajpradhan6426,I was re-watching this video to get an understanding of the air. I use an android(oneplus 13) alongside the iphone 15. I found the air not so significantly thinner or lighter than the oneplus 13. not worth it guys. just saying,2025-10-14T16:14:40Z
@Ziyah55,Well explained and structured.,2025-10-14T05:10:45Z
@AndreaTheresa-n6c,I love the melody.,2025-10-13T23:08:22Z
@shawnb.3006,This song is amazing!,2025-10-13T20:17:17Z
@GraceCameron-p5w,Such a beautiful voice.,2025-10-13T15:35:26Z
@MichellePenelope-b1n,Absolutely love this tune.,2025-10-12T11:06:30Z
@ArpanGupta-k8h,Great video!,2025-10-12T10:28:09Z
@Lol_Boring,No more stickers? 😢,2025-10-12T06:24:24Z
@DodgeyHodgey,Missed opportunity not using his house for adspace,2025-10-11T22:38:48Z
@colddarkness1798,I will stick with Galaxy 25 ultra and Galaxy s26 ultra. 😂 No iphone for me again this year and nexy year.,2025-10-11T17:44:39Z
@shawnb.3006,This song is amazing!,2025-10-10T18:50:29Z
@PraeshKhatri05,Well explained and structured.,2025-10-09T15:45:21Z
@NicolaVirginia-x9s,Absolutely love this tune.,2025-10-09T12:50:19Z
@RafKruger-t1f,Well-researched and accurate.,2025-10-09T12:08:40Z
@BernadetteDeirdre,Can't stop listening to this song.,2025-10-09T12:05:18Z
,Well-researched and accurate.,2025-10-09T05:07:40Z
@OllieVine-e4n,"Good review 👍 Please, what do you do with all these phones after reviewing?",2025-10-08T13:30:14Z
@michaeljjensen,"The telephoto camera does NOT shoot in 48 mp. It is capped at 12 mp. I just got off a call with Apple where they said this is expected behavior. For some reason, they said it is only the main camera that shoots at 48 mp, but the ultra wide is also capturing at 48 mp. Something is either bugged badly and Apple has no idea what is what or its a total marketing lie.",2025-10-07T19:06:39Z
@michaeljjensen,"After playing with it, 4x telephoto can get 48 mp with enough focus distance. But Apple support isn't even aware of the nuances here.",2025-10-07T19:27:50Z
@LiquidDubLover,10:34 When given the option…I always choose Bass.,2025-10-07T04:32:23Z
@thatcoolkid367,No more stickers?,2025-10-06T23:33:14Z
@BrianNatalie-m8l,I appreciate the detailed analysis.,2025-10-06T03:24:11Z
@jlm198221,This track is fire!,2025-10-05T17:39:44Z
@NoomerINCE,Does the iphone 17 lineup support the physical sim card or just esim ?,2025-10-05T07:02:41Z
@EmilyAustin-b1l,This piece is very helpful.,2025-10-05T04:16:11Z
@YolandaHernandez-p4w,I'm Copin That Deep Blue 17 Pro,2025-10-04T20:49:02Z
@kingzpradhan7647,apple love KTM 😅,2025-10-04T16:26:21Z
@mahinintiaz,I wish I had an iphone 17,2025-10-04T11:33:26Z
@dennyx3456,Basically same phone.. same review,2025-10-03T05:28:17Z
@PixelDustNomad,"most peple shoudln't spend 800 dollar on a phone most phones in the 2 to 3 hundred dollar mark are alreasy smooth running, long batteries, good screens, and decent everyday cameras.  Please tech influencers stop influencing ""most people"". The Nothing Phone I got for under 300 to replace my iphone which costed around 800 at launch runs circles around it and it's a remarkable improvement.",2025-10-02T10:26:49Z
@deveshvashisth9212,"Wow, can I have one free giveaway",2025-10-01T11:14:09Z
@nicoletiana,"The 17 is so underrated! Coming from the 16 pro.. I got the black iPhone 17, i loooovee it!",2025-10-01T05:36:43Z
@jordanbenaderet7929,"Dear Marques Brownlee,

Thermal Testing Idea for iPhone 16 Pro vs 17 Pro. If anyone could figure out how to test this properly, it would be you and your team! 

Please read below:
I’d love to see a thermal comparison between the iPhone 16 Pro from last year—with its custom built-in vapor chamber—to the new iPhone 17 Pro, which uses aluminum with a vapor chamber. I’m really curious if the gains are actually that much greater, and whether Apple’s claims about aluminum being just as effective hold up. To me, it seems like a real trade-off in durability and rigidity.

For context, I’ve owned almost every iPhone since the very first one, and I’ve almost never used a case. But this year feels different. With the weight and softness of the aluminum frame, even a short drop onto a hard surface could leave a noticeable nick or dent. For the first time, I actually feel like I need a case.

That leads to another question: if using a case is the “solution,” how does that affect thermal performance? A case essentially adds another barrier, which seems like it would trap heat—or at least slow down heat dissipation through the aluminum shell.",2025-10-01T02:35:35Z
@Trust_BD,Poco,2025-09-30T19:46:57Z
@BilalAnwarBA,Amazing work,2025-09-30T16:46:16Z
@rdkendi9699,Love the background videoclip 👍,2025-09-29T22:59:34Z
@ivanmaciasmiranda3445,"Same thing, no different os, no different experience when moving through menus, nothing new, if you get an iphone 7 and an iphone 17 they are nearly the same, speed and resolution and sound is the most they have enhanced, but.... ANDROID gives a much much much better experience. I bought a macboock m1 pro, regret, I bought an ipad 10th generation, regret, I got an iphone 14, regret, I don't recomend this brand to anybody",2025-09-29T21:27:41Z
@claudejackson6441,I have the new 17 how would you set it like a new install and then login for you contacts and pictures and add whatever apps need a little at a time?,2025-09-29T12:04:08Z
@yashshah1878,Want to know more about iPhone 17,2025-09-29T02:23:03Z
@ramensaha9786,Watching on 17 pro max Singapore variant,2025-09-29T02:05:27Z
@pokechopcash,very informative.,2025-09-29T00:29:22Z
@WaqarHussain-k8e,Waqar Hussain ❤❤❤,2025-09-28T17:15:59Z
@JaredInHD,Anyone in the comment section has had the opportunity to compare the PIXEL 10 Pro and the 17pro.. in photography? Which is better?,2025-09-27T13:48:33Z
@a-mien,another benefit .. for me the pro 17 screen is to small .. pro 17 max is too big .. i love my air :),2025-09-27T07:37:12Z
@Kennyhandsome,Apple is good why Siri is useless always finding things on the web 😅,2025-09-27T02:33:55Z
@jrssr4019,i want a newer iphone but i just cant stand the dynamic island its all my eyes are drawn to no matter what i do i hope eventually they change it,2025-09-26T22:57:51Z
@anthonytalevich6541,The regular IPhone Base model is fine and less expensive than the Pro or Max and has a good camera recording and everything the 17 IPhone Model now has a 120 refresh frame,2025-09-26T22:03:50Z
@AmyAdrian-f1o,This piece is very helpful.,2025-09-26T19:29:11Z
@EmmaAdrian-q3s,The harmony is wonderful.,2025-09-26T17:19:38Z
@derekG_00,do buy all this,2025-09-26T16:38:14Z
@saurabhm1102,Can you make one video on Xiomi 17 pro/ max,2025-09-26T15:16:46Z
@peterdesignAHO,"You should test iPhone 17 vs 15Pro vs 16Pro!!! 
iPhone 17 sounds like the best in terms of price this year, but why not just buy a slighty used 15 Pro? a used or refurbished 15 Pro which has features 17 doesn't han, and the 15Pro is cheaper!",2025-09-26T13:01:26Z
@arya1754,I don't think the new iphone 17 pro resembles Apple,2025-09-26T10:34:20Z
@wladanidze,"give us review for xiaomi 
17 pro max",2025-09-26T09:43:01Z
@CorliGalassini-s3z,Music at its finest.,2025-09-26T07:57:25Z
@HectorHector-r5l,Well-researched and accurate.,2025-09-26T07:41:42Z
@MichelleRuth-s6d,Very reliable source of information.,2025-09-26T07:33:27Z
@LukeLuke-o4y9y,Very insightful reporting.,2025-09-26T04:04:52Z
@Pyocora,The lyrics are so touching.,2025-09-26T03:43:13Z
@drpadd69,Great rhythm and beat!,2025-09-26T01:44:32Z
@ThienThien-n6q,Great rhythm and beat!,2025-09-26T01:29:14Z
@SimrAlakuijala-h4d,Great rhythm and beat!,2025-09-26T01:09:43Z
@BrianBrian-m2r,Good journalism!,2025-09-25T23:30:25Z
@Tangerine-g8w,"0:00 Apple should give use the option to mapping and using the Camera Control button in game, it’s in an odd position but we’ll manage.",2025-09-25T19:35:01Z
@justmesky,Why so much time for the pro review? I follow this channel since almost the beginning and never seen such a delay. What is going on? Also 1 month of difference at least in my country to deliver the phone. Only available at 19th October.,2025-09-25T18:57:31Z
@НурдовлатСултаналиуулу,17 pro alacaktım 17 de takıldım kaldım 😢,2025-09-25T17:15:43Z
@benchen888,"Materials used are a downgrade: from stainless steel to titanium, and now aluminum.",2025-09-25T17:11:15Z
@marchouser1230,Is the camera button slide function usable in the tank case?,2025-09-25T16:15:53Z
@MizzyJojo7,Can't stop listening to this song.,2025-09-25T15:13:18Z
@Chipie1447,The air is the best looking phone out of the line up,2025-09-25T14:44:07Z
@ColeenBelinski,Well-researched and accurate.,2025-09-25T14:34:11Z
@ecbutler85,"Marques says he prefers big phones but uses the regular pro.  Anyone know if it is because he thinks the pro max is too big, bc he carries two phones, or something else? I have always used larger phones, but am considering the the regular pro this year.  Looking for any help pushing me one way or the other, lol.",2025-09-25T14:20:32Z
@zxyxxyzzzx,"copying the look of the pixel with the aised camera section, they dont even try anymore hahah coming from a p[revious apple employee",2025-09-25T09:57:43Z
@Roberto-ey6vd,Made in India😂,2025-09-25T07:56:53Z
@BlindSentry86,Anyone know what that braille spells out?,2025-09-25T04:25:13Z
@Thisismanny.,THAT COLOR IS EXACTLY LIKE PUMPKIN BRUH WHAT DO YOU MEAN,2025-09-25T03:31:13Z
@joshs3916,"Picking up the cosmic PM 2TB soon. The air is neat, but it is indeed pricey for what you get.",2025-09-24T23:53:31Z
@bigq2295,"I received my 17 Pro Max and on the second day out with it at work it kept completely losing signal, then going to satellite sos, and then it pop back to regular service. It happened on and off all day. If it does it tomorrow they can have it back and I'll stick with my S25 Ultra which I haven't had any issues with here or overseas.",2025-09-24T22:39:26Z
@mrjabbi,can we talk about how sleek the 17 air looks 👀,2025-09-24T22:29:51Z
@LunaLaskar-p3i,I love how the iPhone keeps things minimal. It's like how Pneumatic Workflow cuts the clutter from our business processes!,2025-09-24T20:35:34Z
@ivanmaciasmiranda3445,"so... would you say it never changes? I find them kind of the same and the same, only difference? more expensive!",2025-09-29T21:28:40Z
@LaibaNoor-w3s,Does it heat up?,2025-09-24T19:20:27Z
@onlywithvic,"It’s called Sky Blue for a reason. When you look at the sky is it this 💙? 
No. 
It’s a very faint blue = sky blue.",2025-09-24T19:18:26Z
@Yang_Mulia,"people should stop buying / upgrading their phone every 2-3 years so company will make real improvement, iphone 16-17 is so boring nothing new just AI BS",2025-09-24T17:40:33Z
@Cavin-ds6rc,Can you please do giveway😂,2025-09-24T17:13:26Z
@Carson0617,Compare with Samsung Galaxy S25 and S25 Plus,2025-09-24T13:58:56Z
@harikrishnakb1797,Battery test on mobile data,2025-09-24T10:00:32Z
@Leconnecteurofficiel,Interesting how the base iPhone 17 might be the best deal! Makes you wonder how brands get AI to say they're the 'best smartphone.' Anyone heard about AICarma?,2025-09-24T09:20:32Z
@farmingman-o6b,can't wait for the review on the Air!,2025-09-24T08:22:00Z
@laclefmix,your camera rig set up looks fantastic m8,2025-09-24T07:39:48Z
@techmaster4913,iPhone air should be like 699$ not 1000$,2025-09-24T02:38:06Z
@DeonTFranklinjrjrjrjrjrrrrrrrr,Watching s20 fe,2025-09-24T02:04:09Z
@redeyesstfu,Watching from my new iPhone 13 pro max,2025-09-24T01:55:46Z
@techbetold,"real review:  iphone 17pro is the same as 16pro, 15pro, 14pro, 13pro, 12pro and 11pro.  same old tech packaged in a different body.  if you don’t believe me then here - it has the same 120hrtz refresh rate, same 2k screen resolution, same 4k video rec, same notch, same screen size.  rubbish",2025-09-24T01:19:52Z
@howar31,"The iPhone Air is merely a show of force and is less practical than the iPhone mini. If the goal is to make it slim and light, they might as well remove the camera and bring back the iPod Touch.",2025-09-23T23:59:42Z
@louisnathan1831,I’m thinking the base model…in purple or blue,2025-09-23T23:44:41Z
@JackLuvsCheeseburger,Apple can't compete against Samsung so glad I have a  galaxy s24 ultra,2025-09-23T23:34:04Z
@石名誉,Auto dub auto dislike can't evet turn it off can't watch the video,2025-09-23T23:33:17Z
@prateekmanta2097,Am I the only one to notice ! But since when did Marques started showing benchmarks in his videos 😅 !,2025-09-23T23:20:07Z
@Here2Kerfuffle,That Spotify lossless plug though,2025-09-23T23:06:40Z
@mistershirokov5067,11:49 -- smiles in Capitalism,2025-09-23T21:21:11Z
@alshazlymohamed2144,Can I disable Liquid Glass in these phones?,2025-09-23T19:16:50Z
@davids6461326,"I see that Apple doesn’t even need to spend money on ads – it’s enough to send a package to YouTubers, and suddenly every new product becomes “the best device in the world.” This review sounds more like you’re fighting for the next free package than giving an honest opinion to your viewers.
I get the feeling that if Apple released a brick with its logo, you’d still praise it as the “innovation of the year.",2025-09-23T18:24:17Z
@johnjoseph911,Phones are fine just need Tesla phone with Star link connection,2025-09-23T17:29:35Z
@johnjoseph911,Phones are fine just need Tesla phone with Star link connection,2025-09-23T17:28:57Z
@brandonb.5304,"I love the people cracking jokes about the Air not coming with a battery now, that Apple is selling external batteries for phones. As if the majority of these people don't own external battery packs for their own phones. Did your phones not come with batteries? Is that why you bought an external battery pack? If you're going to say Apple sucks and make jokes, at least do it about stuff that makes sense. The Apple Air battery is larger than the 14 Pro battery. Its battery and capacity are perfectly fine for what it is.",2025-09-23T16:39:52Z
@alikiani3587,The iphone Pro Max design-is a copy of Spark 40 Chinese phone launched a few months ago.. … what has happened to Apple…,2025-09-23T15:48:08Z
@vinayt6413,I love buying the same phone over and over again.🫶,2025-09-23T13:48:51Z
@BRIAN-h8r,IM WATCHING THIS ON MY IPHONE 14PLUS….,2025-09-23T13:29:20Z
@t1g3r8,"Marquez I have a problem like most I have been in Apple Ecosystem forever (MB Pro v1 AirPods Pro 2, pro beats in mango. I have an ancient iPhons X because I was awaiting for years on end of the long rumored iPhone Ultra. I was giving up on Apple being Apple taking forever and thinking getting iPhone 17 with Ultrawatch 3 however upon hearing about Google XR glasses thinking of going Pixel. I really enjoy my Rayban Meta glasses. Do you think the Google XR glasses will support iPhone just as well as Pixel users? How to use dual phones if not? Lost in all this….PLEASE HELP!!!!!",2025-09-23T13:17:55Z
@zumadazilla,4:20 the z fold 7 when open is 4.2mm iphone air is 5.6mm,2025-09-23T12:17:34Z
@jonpcorcoran,"Stop making things so thin! Bring back beefy tech that keeps a charge all day long on full use. I buy a gaming laptop to game on it on the go, not be attached by the cable.",2025-09-23T11:46:36Z
@mykiea5156,I’m glad they made the 17 Pro Max heavier because we were not liking the thin the light version last year or the year before,2025-09-23T11:42:56Z
@600Ti,"chat the base model has 120 hz apple might actually be starting to be more consumer friendly, is this the arc to switch back to iphone?",2025-09-23T11:39:15Z
@Dee_Shortss,Camera test between Base 17 vs 17 pro,2025-09-23T11:37:55Z
@assleepyassayu4619,"iphone17 is basically iphone17 pro lite based on how good everything is minus the telephoto lens. I've compared it with my 15 pro and it is comparable if you are willing to sacrifice the 8x zoom you get with the pro series, the price is unbeatable and the colors are much nicer than the pro lines, iphone 17 is the phone that iphone16 wanted to be, the golden young child with the most potential. For most university students this is the best option and an actual great option as well for the price.",2025-09-23T11:11:09Z
@shashamad406,hhhhhh..... apple hypocrisy,2025-09-23T08:07:34Z
@ItsCepticTheDream,"why is the captions add MORE detail to what hes saying lmao, weird",2025-09-23T04:23:08Z
@LuckyBilly2453,Waiting for iPhone 20 😊,2025-09-23T03:19:51Z
@chimmyry,"Watching from 11 pro 😅
Should I upgrade to 17 base model or the 16 pro 🥲😖",2025-09-23T02:56:41Z
@deejayy8303,17 base 🙂,2025-09-24T12:21:04Z
@marvelayj2931,Dear Mariah THANK YOU incredible work. You are best editor in the world. Marques thank you for always being awesome. And thank for the rest kf the MKBHD Family. Love you all signing out you faithfully….,2025-09-23T02:24:41Z
@Keepinupwitee,"17 pro max looks like it the google pixel, I’ll stick to my 16 pro max 😅",2025-09-23T01:48:41Z
@thetempterbutnoop7273,"Hi, I’m watching you from Turkey. Here we pay a lot of taxes, and it really affects phone prices. For example, the iPhone 17 costs about $1,885, the 16 Pro is $2,000, while a Samsung Galaxy S25 is around $1,100. I’m currently using a Samsung S20 FE, which I bought about three years ago for roughly $450–550.

This tax system makes things tough, but I want to ask you something: based on normal (international) pricing, are these devices really worth buying? I mainly use my phone for social media content creation, taking photos, and browsing websites. If I don’t consider it an investment, is spending this much money on a phone still a good idea—Lmfao?

By the way, I’m a university student, so I handle many daily tasks on my phone, and good battery life is a lifesaver. Thank you for your great videos and voiceovers—I used a translator to write this, so I hope it’s clear",2025-09-22T23:06:20Z
@_AndrewYee,Anyone know where can find that wallpaper - of the clouds and sunset. Thought would be in Panels app but not there,2025-09-22T23:04:19Z
@VESTAYt,I phone 17 pro max vs Samsung 25 ultra,2025-09-22T22:50:24Z
@TheDanily4,Э-э 😂,2025-09-22T21:10:12Z
@asyasirion,"Ага, забавно в дубляже)",2025-09-23T07:20:16Z
@vinnyhardeo4154,"I'd like to see some comparisons of the base iPhone 17 to perhaps some of the previous generation ""Pro"" models, like iPhone 15 Pro or iPhone 14 Pro. Now that it has ProMotion, I think it would be an interesting comparison.",2025-09-22T18:27:51Z
@xxxxdddddss,"gonna stick with my ip12, 5 years of no improvements besides usbc",2025-09-22T16:28:37Z
@Felix._018,?????????,2025-09-22T16:26:12Z
@ChisomoChiposyo,Was that amapiano at the end,2025-09-22T15:45:08Z
@tutifrutinumber19,:-),2025-09-22T15:32:19Z
@dearmeplusyou9902,"He seem so happy and exited unboxing iPhone compared to Nothing. Bias, but yeah just he's opinion..",2025-09-22T15:26:14Z
@SafiraBeatriz-f7v,Worst battery 😂,2025-09-22T14:31:03Z
@silenthill1155,"Hi, some people say that the charging port on the iPhone Air is not symmetrically positioned within the frame. Is that true, or is it perfectly aligned?",2025-09-22T14:20:21Z
@TechOutAdam,Fun fact: the iPhone 6 models were thinner than the Air,2025-09-22T14:06:27Z
@ZenithStoicPulse,hey hello,2025-09-22T14:06:05Z
@Pivonari,Э -э,2025-09-22T13:58:14Z
@stocktawk,"The air. lol. It’s so thin- but you have to buy a battery, so it’s actually thicker than the normal phone.",2025-09-22T13:42:53Z
@Neo.555,Iphone 17 pro and pro max is ugly 😂,2025-09-22T12:22:43Z
@Neo.555,8:00 Spotify loseless audio? 😂From when???? 😂😂😂,2025-09-22T12:17:26Z
@RadagonTheRed,Making the thinnest iPhone ever and releasing an external battery to go with it which makes it a thick iPhone is just insane.,2025-09-22T11:59:52Z
@ZiziOnkabetseMasizana,Please send me the orange one😭🇿🇦,2025-09-22T11:08:09Z
@markus9641,Isn't the Air the base iPhone? Confused.,2025-09-22T10:47:47Z
@CEOofRamRanch,Would OnePlus 13 be a good buy in 2026?,2025-09-22T10:28:13Z
@iftheworldchange,"Μaybe the biggest change is not what’s inside the iPhone 17, but what’s missing.",2025-09-22T09:32:09Z
@FIFAMOBLIEGAMER123,You should do a giveaway soon😭,2025-09-22T09:29:15Z
@FIFAMOBLIEGAMER123,Yoooo,2025-09-22T09:28:58Z
@fx8052,айфон э э,2025-09-22T08:50:49Z
@donttouchmysilver8202,I like the nickelodeon orange I want a purple case for it to  really set it off,2025-09-22T08:22:58Z
@RandomMossGuy,"Don’t ask question, just consume product and get excited for next product",2025-09-22T07:53:39Z
@emanon-365,"I need a new phone and I was wondering if I should go for 17 pro max or just get the base 17 or wait for s26 ultra. I use my phone mostly for gaming, watching videos, scrolling through social media and taking pictures.",2025-09-22T07:10:55Z
@Techzenhub09,Hi sir I am happy in iphone new version all phones 🔥,2025-09-22T07:08:26Z
@Juniorwpt,I just got the 17 pro max. Loving it,2025-09-22T06:53:31Z
@IvanOfficial96,"these new phones unboxing is soon going to be a phone only and papers thats it , they will tell you to buy wireless charging accessories cause usb aint' necessary and yet the prices will keep going up",2025-09-22T05:51:15Z
@ambrrew21,"i’ll wait til next year, i have the 15 plus and i really just want the 120hz but i can wait",2025-09-22T04:49:23Z
